item,time_ms,fps,detections
0000347_00100_d_0000047_jpg.rf.09e577af4e4a69e75005741704050cda.jpg,289.8580,3.4500,13
0000347_00511_d_0000048_jpg.rf.0744006c76eaafd711ea61c32de08817.jpg,289.9120,3.4493,6
0000347_00800_d_0000049_jpg.rf.6da0ccd0cd6e3acfd467677d4b8b9080.jpg,289.6510,3.4524,10
0000347_01250_d_0000050_jpg.rf.4b4c1d4b44c570073f584c791d2a5a2b.jpg,289.5670,3.4534,5
0000347_01728_d_0000051_jpg.rf.03efee9994321c209415005ecc5e1aac.jpg,291.1620,3.4345,10
0000347_02000_d_0000052_jpg.rf.4ff158c95e1c83a840d0803b65825890.jpg,289.8910,3.4496,5
0000353_00000_d_0000188_jpg.rf.590d95a09619235838a72669c2b5a55b.jpg,290.0150,3.4481,6
0000353_00500_d_0000189_jpg.rf.b1baf0207d2c1958a0297e7a814970d5.jpg,290.8130,3.4386,6
0000353_01000_d_0000190_jpg.rf.17f0c99dfa429ec7d2130b05a5078b7c.jpg,290.9470,3.4371,13
0000353_01500_d_0000191_jpg.rf.550cb2bd0aa0f597076164d4a0985ad3.jpg,290.2010,3.4459,13
0000353_02000_d_0000192_jpg.rf.5d4a5d5a94b652aac7a880c2aac197a7.jpg,291.1540,3.4346,14
0000353_02500_d_0000193_jpg.rf.81a2b23ccca7f0f7ce17e76f3ced4485.jpg,290.3660,3.4439,9
0000353_03500_d_0000195_jpg.rf.cf73dbb70e096863491e0efea9b5a67f.jpg,290.1540,3.4464,4
0000353_04500_d_0000197_jpg.rf.10f6fb31c332289ba3b34d86600bee7a.jpg,290.3700,3.4439,4
0000353_05000_d_0000198_jpg.rf.2176d8cacf2ce6ad1aaa454b5ff0752c.jpg,290.8460,3.4382,4
0000353_05500_d_0000199_jpg.rf.e2fb37899059d464324d59e6076d990e.jpg,290.4190,3.4433,2
0000353_06000_d_0000200_jpg.rf.6e6c3340a8dafe16c2e00c2509507f15.jpg,290.1160,3.4469,2
0000355_00000_d_0000206_jpg.rf.b4627d3b01f8202298c6bce0bc0b99b3.jpg,291.9890,3.4248,1
0000355_01000_d_0000208_jpg.rf.685bb0b509ec54db9521aae2d335e81a.jpg,289.8160,3.4505,1
0000355_02500_d_0000211_jpg.rf.57b50843a51dd75c96246babfc59ddb5.jpg,290.2200,3.4457,0
0000365_00000_d_0000223_jpg.rf.3dcb1a45a59ba00f9eba697909c5c325.jpg,290.0600,3.4476,10
0000365_00500_d_0000224_jpg.rf.3672d999606941321b03dcc4f31320a5.jpg,291.5420,3.4300,12
0000365_01000_d_0000225_jpg.rf.2ca3223068b58896508bb409dc6e7e1e.jpg,290.2430,3.4454,9
0000365_01500_d_0000226_jpg.rf.cbf9fa5bcdd3303a560e5103d8dce1ad.jpg,290.0020,3.4483,10
9999938_00000_d_0000001_jpg.rf.e82e2dad3f966a073ef131d07bd052e7.jpg,291.5200,3.4303,14
9999938_00000_d_0000002_jpg.rf.197f87d1f15217d8832c2337e3c718fe.jpg,290.3010,3.4447,1
9999938_00000_d_0000003_jpg.rf.355bb05051fa2d40f7fdc6822887f661.jpg,291.0290,3.4361,0
9999938_00000_d_0000004_jpg.rf.708c6a3004f47c9d4fa9daca0857f4c7.jpg,291.4640,3.4310,0
9999938_00000_d_0000005_jpg.rf.410592ec22ede19d2ca21d6bf2e90b1e.jpg,290.4650,3.4428,0
9999938_00000_d_0000006_jpg.rf.da9c21f52a88c3e096574c622e812ad9.jpg,290.3560,3.4440,0
9999938_00000_d_0000007_jpg.rf.c134ae4d5aa0b9ced9a2e92cb1886cd7.jpg,290.1180,3.4469,0
9999938_00000_d_0000008_jpg.rf.2a438e6bc8138433372f7150f4560a25.jpg,291.4480,3.4311,0
9999938_00000_d_0000010_jpg.rf.b8c94ce121a05341bc13907f5562b285.jpg,289.7880,3.4508,0
9999938_00000_d_0000012_jpg.rf.4aa36be24599f0cddadfd95b1bc254a1.jpg,289.4350,3.4550,0
